track_id,genre_id
000010,8
000141,3
000190,3
000193,3
000194,3
000210,3
000211,3
000213,3
000400,6
000425,6
000534,6
000536,6
000540,3
000546,6
000602,3
000605,8
000619,3
000620,7
000664,7
000667,8
000673,4
000674,5
000679,4
000680,4
000695,4
000696,5
000704,4
000708,5
000709,5
000714,6
000715,6
000718,6
000820,6
000823,2
000854,6
000868,6
000890,6
000893,3
000998,6
001029,7
001069,6
001082,6
001083,8
001117,8
001130,8
001193,3
001199,3
001249,6
001259,6
001270,8
001277,7
001498,3
001534,7
001649,2
001652,8
001674,6
001680,5
001685,5
001686,5
001688,5
001689,5
001703,6
001704,5
001705,3
001734,6
001736,7
001739,7
001894,3
001926,3
002099,6
003264,6
003265,3
003266,3
003272,3
003273,3
003516,8
003533,7
003534,3
003535,3
003537,3
003538,3
003551,8
003568,6
003570,6
003572,6
003579,8
003606,7
003618,8
003681,8
003720,8
003727,8
003775,5
003778,5
003895,1
003896,1
003905,3
003912,3
003920,1
003921,3
003923,8
003939,8
003942,8
003944,8
003946,8
003957,8
003983,8
004017,5
004024,8
004029,8
004032,8
004033,8
004066,3
004068,3
004072,5
004075,5
004080,5
004091,7
004093,5
004094,5
004097,7
004098,5
004100,5
004101,5
004102,5
004105,8
004193,8
004233,5
004234,5
004235,5
004239,5
004298,8
004299,3
004333,8
004348,8
004409,8
004445,3
004507,3
004510,3
004519,5
004522,6
004686,8
004701,2
004707,2
004752,8
004755,8
004778,8
004799,8
004846,1
004848,5
005140,3
005157,3
005158,3
005169,3
005178,8
005196,8
005269,4
005342,2
005376,3
005377,3
005379,1
005381,6
005510,3
005531,7
005600,8
005879,7
005936,1
006274,6
006329,5
006331,5
006354,5
006358,5
006360,5
006363,5
006366,5
006368,5
006370,5
006373,5
006379,5
006380,5
006383,5
006387,5
006390,5
006393,5
006439,4
006443,5
006448,5
006461,3
006463,7
006464,3
006465,3
006466,7
006469,5
006519,3
006525,8
006528,8
006606,8
006607,4
006609,4
006610,4
006660,2
006663,2
006674,4
006684,6
006752,6
006758,6
006779,3
006782,3
006785,5
006787,5
006803,5
006855,3
006856,3
006859,6
007123,3
007192,7
007197,8
007198,8
007376,5
007379,6
007452,8
007460,8
007485,4
007489,4
007491,4
007527,3
007529,3
007545,2
007552,6
007709,3
007712,3
008215,5
008256,5
008257,3
008260,3
008269,6
008270,6
008329,2
008331,6
008357,6
008363,6
008372,5
008450,8
008452,8
008489,8
009490,6
009492,2
009721,6
009846,6
009851,6
009852,2
009918,6
009986,8
009987,8
009994,8
010046,1
010108,7
010111,2
010160,8
010165,8
010186,4
010190,8
010376,6
010381,6
010382,6
010383,3
010384,3
010385,7
010387,3
010389,3
010438,3
010440,3
010441,3
010443,3
010445,3
010447,3
010451,3
010482,7
010484,2
010535,4
010568,7
010575,3
010669,8
010671,8
010678,7
010680,5
010681,3
010682,3
010683,3
010685,5
010805,8
010806,7
010807,8
010809,3
010932,8
010942,2
010943,4
010952,5
010954,4
010992,3
011030,8
011198,8
011204,4
011234,6
011261,3
011306,8
011333,6
011389,1
011417,3
011420,1
011426,1
011429,1
011430,1
011431,1
011432,1
011505,6
011508,3
011541,7
011544,6
011671,3
011672,5
011673,3
011674,5
011675,3
011677,5
011681,5
011695,1
011763,4
011764,2
011768,4
011772,4
011779,4
011785,2
011786,4
011794,4
011796,4
011819,4
011824,4
011828,4
011829,4
011834,4
011837,4
011840,4
011859,4
011862,4
011865,4
011867,4
011881,4
011885,4
011891,8
011892,4
011893,4
011895,4
011897,4
011916,4
011919,4
011920,4
011937,7
011976,2
011988,2
012045,3
012046,3
012050,3
012052,3
012053,3
012058,5
012059,3
012067,3
012068,3
012109,3
012147,7
012174,8
