track_id,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,tempo,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_centroid,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,zcr
000002,-66.78069305419922,64.26179504394531,-9.776764869689941,11.287590980529785,-2.419142484664917,9.037897109985352,-1.113318920135498,4.549840450286865,-5.305122375488281,0.24452896416187286,-9.495332717895508,2.5823380947113037,-2.203632116317749,7.398252964019775,-2.5230398178100586,0.4856289327144623,-7.7295942306518555,-2.7771310806274414,-2.228588104248047,-0.6057800054550171,161.4990234375,0.7470057010650635,0.4655715525150299,0.3769906461238861,0.34640154242515564,0.276217520236969,0.23403970897197723,0.27290430665016174,0.41990041732788086,0.372483491897583,0.3583816587924957,0.37840017676353455,0.5157336592674255,3056.5879018412916,16.03292525270708,15.4313988838881,17.925635871931757,17.809085958540535,17.89187496990713,17.152965509145396,46.97068352808082,0.16437490922734316
000003,-97.45645141601562,72.06717681884766,-3.1508450508117676,29.252588272094727,5.98695707321167,11.717705726623535,-3.5791382789611816,6.253199100494385,-7.430650234222412,6.455133438110352,-6.1684160232543945,-0.05390605702996254,-3.07021164894104,0.28655898571014404,-3.736524820327759,0.567280113697052,-2.569943904876709,1.6704787015914917,-8.601210594177246,-2.8977630138397217,86.1328125,0.38522592186927795,0.3518448770046234,0.4648244082927704,0.43257007002830505,0.2908465266227722,0.26855605840682983,0.3626226484775543,0.582096517086029,0.45487675070762634,0.45713236927986145,0.48284757137298584,0.4012942910194397,2821.6007208293477,15.914082586728096,15.143427616961853,18.146738354964754,18.69039350249742,18.541636005724037,18.509661698624893,48.31100562371087,0.14822526947989173
000140,-278.1531677246094,100.80628204345703,37.054443359375,34.90519332885742,26.75295066833496,11.046149253845215,10.796271324157715,4.900579929351807,1.3271267414093018,6.392083644866943,-4.1547956466674805,-2.221083641052246,-6.230344295501709,2.295226573944092,-7.694823265075684,0.6682853102684021,-4.666605472564697,-1.3040376901626587,-5.808459281921387,-1.6890974044799805,107.666015625,0.24283824861049652,0.2709631323814392,0.3647713363170624,0.34589213132858276,0.379861056804657,0.43320199847221375,0.2734304666519165,0.23401588201522827,0.20070798695087433,0.2749696373939514,0.2947467565536499,0.23070788383483887,1765.8781663167715,19.905684755240664,19.317975085769543,18.97034296037286,17.741303620064755,17.863884905951068,17.66627900732939,46.14607973109254,0.04451907133520527
000148,8.258970260620117,126.0509033203125,-27.990768432617188,30.939363479614258,12.647900581359863,12.146719932556152,-1.5545103549957275,13.96546745300293,-0.39874961972236633,8.16711139678955,0.15682338178157806,6.457277774810791,0.4603894054889679,10.214652061462402,6.677005290985107,5.669966697692871,-0.56769198179245,7.772664546966553,8.852750778198242,4.258811950683594,117.45383522727273,0.23588572442531586,0.23219873011112213,0.2203167974948883,0.3451586365699768,0.2548442780971527,0.25213178992271423,0.48832622170448303,0.4473590552806854,0.42764872312545776,0.5054427981376648,0.33200180530548096,0.2434685230255127,1711.434361778813,17.075047062212054,13.941921441265093,13.241604636207823,15.401568317733682,20.628136186024314,18.8817608514976,47.85954583317066,0.08821513724825716
000198,-127.5896224975586,107.22005462646484,-28.042245864868164,38.64602279663086,-11.192380905151367,-1.8350690603256226,-19.090404510498047,-2.6831862926483154,-13.385616302490234,-5.0114850997924805,-19.674718856811523,-11.50881290435791,-6.507551670074463,-3.830385208129883,-9.90396499633789,-4.664422512054443,-9.809476852416992,-5.956798076629639,-8.164528846740723,-3.2729196548461914,107.666015625,0.19020064175128937,0.4350511133670807,0.6140780448913574,0.38942211866378784,0.34991151094436646,0.24544864892959595,0.39093953371047974,0.27947285771369934,0.2637793719768524,0.4636470079421997,0.21088872849941254,0.2612592279911041,1786.5683963132367,27.730708065204915,19.812816285630323,23.471539123543554,24.32388877555719,23.84376103324825,25.101175494980367,53.399574399095926,0.08666443769364833
000203,-267.04864501953125,123.4970703125,2.189518451690674,12.940072059631348,-19.178144454956055,-17.803226470947266,-21.062419891357422,-14.29201889038086,-23.150373458862305,-13.284430503845215,-18.255939483642578,-13.553191184997559,-2.689547538757324,2.883110523223877,2.6591103076934814,2.7650327682495117,-1.6906585693359375,-2.1168816089630127,-0.32504332065582275,1.9021121263504028,123.046875,0.1568382829427719,0.26374199986457825,0.18609952926635742,0.16626088321208954,0.20860551297664642,0.11487308144569397,0.21674785017967224,0.05823956057429314,0.10584663599729538,0.41924047470092773,0.16071279346942902,0.21548281610012054,1353.3733628478303,18.369037858849115,20.64234819569758,25.78798272854135,25.414530011651042,24.183904387575875,22.307364464586758,49.5411881785138,0.05263149932223083
000204,-163.85044860839844,121.3211669921875,-15.035816192626953,17.01290512084961,7.450287818908691,0.21132975816726685,-14.12711238861084,-9.38068962097168,-15.681949615478516,-5.3793253898620605,-15.067232131958008,-2.6740520000457764,-12.930340766906738,-7.612197399139404,-2.203364372253418,-9.387192726135254,0.02626672387123108,1.7912571430206299,0.2038864940404892,-0.48879629373550415,107.666015625,0.14743581414222717,0.27317142486572266,0.361361563205719,0.18404312431812286,0.15545554459095,0.1952437311410904,0.48813557624816895,0.37040141224861145,0.2333666980266571,0.34539487957954407,0.20235028862953186,0.24515613913536072,1774.3956587876598,18.163453364682777,19.813565099929587,23.64817540524857,22.457996880700314,23.20750118486602,21.134968509611667,47.511083328763746,0.08082435188323006
000207,-371.1177978515625,101.0406265258789,1.8138725757598877,10.012369155883789,-7.317915916442871,-8.986125946044922,-9.462763786315918,-5.686403274536133,-7.516028881072998,-3.408648729324341,-2.3502352237701416,-4.050117492675781,-4.0954365730285645,-5.4124860763549805,-7.041993618011475,-4.963988780975342,-5.406165599822998,-5.938797473907471,-8.307677268981934,-4.805558204650879,123.046875,0.2661477029323578,0.17975027859210968,0.20992618799209595,0.15383978188037872,0.2474968284368515,0.20092539489269257,0.14822222292423248,0.21699444949626923,0.1179007962346077,0.16800294816493988,0.18821358680725098,0.40279799699783325,1248.1288148882236,21.444477916775785,18.92844033377013,25.746217265836112,27.483280966066207,26.490858626787638,24.660253029043748,50.35468462867682,0.06123599075329202
000212,-110.08956146240234,102.70382690429688,11.440731048583984,15.548409461975098,12.660969734191895,2.7369704246520996,-0.521578311920166,1.525020956993103,-9.223905563354492,-0.8064398169517517,-4.044992923736572,2.237441301345825,-1.9679816961288452,-0.5533868670463562,1.04196035861969,2.160173177719116,-1.3116041421890259,3.460162878036499,1.3094810247421265,2.5391242504119873,99.38401442307692,0.2700740098953247,0.32688289880752563,0.5373176336288452,0.26020291447639465,0.2690960466861725,0.3042873442173004,0.500828742980957,0.393687903881073,0.26781201362609863,0.31207725405693054,0.1982097327709198,0.35618939995765686,2363.4700770709105,17.972229634674786,16.113218163488458,21.087566141236938,21.185249105953186,20.680410832619398,19.838964298139167,48.680176697947864,0.10721612364446166
000535,-223.87210083007812,147.5596160888672,13.936075210571289,52.04328536987305,-11.9629545211792,-1.7459746599197388,14.697118759155273,-11.969549179077148,-11.876740455627441,-1.633448839187622,0.030197935178875923,-5.826132774353027,-10.600506782531738,-0.4138087034225464,-9.151841163635254,-3.263596296310425,-4.7761640548706055,-1.4395382404327393,-1.17947256565094,-0.5863285064697266,103.359375,0.2535076439380646,0.3465745449066162,0.2490304559469223,0.2577929198741913,0.19601184129714966,0.22064721584320068,0.3856257498264313,0.3009060025215149,0.38431844115257263,0.30951786041259766,0.2430158406496048,0.29186540842056274,1148.75913630719,15.62242883893224,16.348171048583488,20.05528670530105,18.658625480018735,18.420777355322603,22.944631259142096,46.60859053988422,0.04707999491673122
