['track_id', 'tempo_1', 'chroma_1', 'chroma_2', 'chroma_3', 'chroma_4', 'chroma_5', 'chroma_6', 'chroma_7', 'chroma_8', 'chroma_9', 'chroma_10', 'chroma_11', 'chroma_12', 'spectral_centroid_1', 'spectral_contrast_1', 'spectral_contrast_2', 'spectral_contrast_3', 'spectral_contrast_4', 'spectral_contrast_5', 'spectral_contrast_6', 'spectral_contrast_7', 'zcr_1']
['000002', 161.4990234375, 0.7470057010650635, 0.4655715525150299, 0.3769906461238861, 0.34640154242515564, 0.276217520236969, 0.23403970897197723, 0.27290430665016174, 0.41990041732788086, 0.372483491897583, 0.3583816587924957, 0.37840017676353455, 0.5157336592674255, 3056.5879018412916, 16.03292525270708, 15.4313988838881, 17.925635871931757, 17.809085958540535, 17.89187496990713, 17.152965509145396, 46.97068352808082, 0.16437490922734316]
['000003', 86.1328125, 0.38522592186927795, 0.3518448770046234, 0.4648244082927704, 0.43257007002830505, 0.2908465266227722, 0.26855605840682983, 0.3626226484775543, 0.582096517086029, 0.45487675070762634, 0.45713236927986145, 0.48284757137298584, 0.4012942910194397, 2821.6007208293477, 15.914082586728096, 15.143427616961853, 18.146738354964754, 18.69039350249742, 18.541636005724037, 18.509661698624893, 48.31100562371087, 0.14822526947989173]
['000140', 107.666015625, 0.24283824861049652, 0.2709631323814392, 0.3647713363170624, 0.34589213132858276, 0.379861056804657, 0.43320199847221375, 0.2734304666519165, 0.23401588201522827, 0.20070798695087433, 0.2749696373939514, 0.2947467565536499, 0.23070788383483887, 1765.8781663167715, 19.905684755240664, 19.317975085769543, 18.97034296037286, 17.741303620064755, 17.863884905951068, 17.66627900732939, 46.14607973109254, 0.04451907133520527]
['000148', 117.45383522727273, 0.23588572442531586, 0.23219873011112213, 0.2203167974948883, 0.3451586365699768, 0.2548442780971527, 0.25213178992271423, 0.48832622170448303, 0.4473590552806854, 0.42764872312545776, 0.5054427981376648, 0.33200180530548096, 0.2434685230255127, 1711.434361778813, 17.075047062212054, 13.941921441265093, 13.241604636207823, 15.401568317733682, 20.628136186024314, 18.8817608514976, 47.85954583317066, 0.08821513724825716]
['000198', 107.666015625, 0.19020064175128937, 0.4350511133670807, 0.6140780448913574, 0.38942211866378784, 0.34991151094436646, 0.24544864892959595, 0.39093953371047974, 0.27947285771369934, 0.2637793719768524, 0.4636470079421997, 0.21088872849941254, 0.2612592279911041, 1786.5683963132367, 27.730708065204915, 19.812816285630323, 23.471539123543554, 24.32388877555719, 23.84376103324825, 25.101175494980367, 53.399574399095926, 0.08666443769364833]
['000203', 123.046875, 0.1568382829427719, 0.26374199986457825, 0.18609952926635742, 0.16626088321208954, 0.20860551297664642, 0.11487308144569397, 0.21674785017967224, 0.05823956057429314, 0.10584663599729538, 0.41924047470092773, 0.16071279346942902, 0.21548281610012054, 1353.3733628478303, 18.369037858849115, 20.64234819569758, 25.78798272854135, 25.414530011651042, 24.183904387575875, 22.307364464586758, 49.5411881785138, 0.05263149932223083]
['000204', 107.666015625, 0.14743581414222717, 0.27317142486572266, 0.361361563205719, 0.18404312431812286, 0.15545554459095, 0.1952437311410904, 0.48813557624816895, 0.37040141224861145, 0.2333666980266571, 0.34539487957954407, 0.20235028862953186, 0.24515613913536072, 1774.3956587876598, 18.163453364682777, 19.813565099929587, 23.64817540524857, 22.457996880700314, 23.20750118486602, 21.134968509611667, 47.511083328763746, 0.08082435188323006]
['000207', 123.046875, 0.2661477029323578, 0.17975027859210968, 0.20992618799209595, 0.15383978188037872, 0.2474968284368515, 0.20092539489269257, 0.14822222292423248, 0.21699444949626923, 0.1179007962346077, 0.16800294816493988, 0.18821358680725098, 0.40279799699783325, 1248.1288148882236, 21.444477916775785, 18.92844033377013, 25.746217265836112, 27.483280966066207, 26.490858626787638, 24.660253029043748, 50.35468462867682, 0.06123599075329202]
['000212', 99.38401442307692, 0.2700740098953247, 0.32688289880752563, 0.5373176336288452, 0.26020291447639465, 0.2690960466861725, 0.3042873442173004, 0.500828742980957, 0.393687903881073, 0.26781201362609863, 0.31207725405693054, 0.1982097327709198, 0.35618939995765686, 2363.4700770709105, 17.972229634674786, 16.113218163488458, 21.087566141236938, 21.185249105953186, 20.680410832619398, 19.838964298139167, 48.680176697947864, 0.10721612364446166]
['000535', 103.359375, 0.2535076439380646, 0.3465745449066162, 0.2490304559469223, 0.2577929198741913, 0.19601184129714966, 0.22064721584320068, 0.3856257498264313, 0.3009060025215149, 0.38431844115257263, 0.30951786041259766, 0.2430158406496048, 0.29186540842056274, 1148.75913630719, 15.62242883893224, 16.348171048583488, 20.05528670530105, 18.658625480018735, 18.420777355322603, 22.944631259142096, 46.60859053988422, 0.04707999491673122]
['000537', 117.45383522727273, 0.5044259428977966, 0.476963609457016, 0.5656237006187439, 0.5062738060951233, 0.3459644317626953, 0.32161378860473633, 0.4070005416870117, 0.42765676975250244, 0.4536019563674927, 0.5159717202186584, 0.5243549942970276, 0.5131710767745972, 1249.2978516669677, 16.784487204878868, 12.449959862911111, 16.756124499861038, 16.914606999435524, 16.08953972749237, 22.334470129665288, 46.593157991529296, 0.051629794446055685]
['000550', 95.703125, 0.24564260244369507, 0.4291050434112549, 0.6525864005088806, 0.3929293751716614, 0.37487560510635376, 0.447173535823822, 0.5074051022529602, 0.6175999045372009, 0.4341745972633362, 0.4696820378303528, 0.39419054985046387, 0.27466458082199097, 1751.6516872768186, 18.59539144981221, 15.176946697185736, 16.98061688937732, 16.856361538700682, 16.865691298042826, 16.338374908182953, 46.31685823065183, 0.0660102542844694]
['000585', 95.703125, 0.4016554057598114, 0.46447575092315674, 0.5739971995353699, 0.6224788427352905, 0.5218897461891174, 0.4092823565006256, 0.36235305666923523, 0.38884785771369934, 0.41844701766967773, 0.4082224667072296, 0.380961537361145, 0.35732367634773254, 1270.8820380157533, 23.239953972846894, 14.231492407091386, 16.166885130178546, 14.642267486823002, 16.437266752425227, 16.12083704782179, 45.207334238529114, 0.03990802337103635]
['000621', 103.359375, 0.26198020577430725, 0.13933154940605164, 0.2630000412464142, 0.23452596366405487, 0.4126339256763458, 0.2196531593799591, 0.4063306152820587, 0.38598066568374634, 0.22153186798095703, 0.2710854113101959, 0.24589475989341736, 0.46654579043388367, 1758.9903428963155, 26.696200657989948, 19.124040597615576, 23.256990248051743, 25.85593758147814, 23.5106623502707, 22.784445775473017, 52.36946175946463, 0.09196556085398916]
['000625', 92.28515625, 0.5786267518997192, 0.27971091866493225, 0.21672004461288452, 0.12760938704013824, 0.2940181493759155, 0.3569938838481903, 0.27933597564697266, 0.38585275411605835, 0.17285160720348358, 0.19682224094867706, 0.16206280887126923, 0.21527798473834991, 1716.03812330407, 24.002467345072386, 19.438365705396357, 23.921532676495474, 25.074052153860574, 24.273000021314612, 24.394952162984627, 50.58605138562329, 0.08713120226701469]
['000629', 151.99908088235293, 0.3616676330566406, 0.4420846402645111, 0.5298044085502625, 0.45253488421440125, 0.4478554129600525, 0.37751734256744385, 0.4497103989124298, 0.40824994444847107, 0.3351345658302307, 0.36363425850868225, 0.28240808844566345, 0.3675996959209442, 2016.285841738166, 24.139605420974515, 18.58172394763027, 21.37637218807348, 19.664259631909225, 18.99420289072635, 17.196594669516134, 47.791418551382506, 0.057817265564484896]
['000631', 99.38401442307692, 0.27359429001808167, 0.17035114765167236, 0.26343101263046265, 0.2534690797328949, 0.3004439175128937, 0.21169926226139069, 0.37991294264793396, 0.35367313027381897, 0.42999348044395447, 0.4400627315044403, 0.24879416823387146, 0.4704172909259796, 3206.6535387071863, 19.68257787077733, 18.251701420245723, 23.658020937072035, 24.323162317339584, 24.0345751035498, 22.013817516624684, 52.83633285246603, 0.20914625290472502]
