track_id,genre_id
000010,2
000141,5
000190,4
000193,2
000194,6
000210,8
000211,1
000213,8
000400,5
000425,2
000534,5
000536,6
000540,6
000546,8
000602,2
000605,5
000619,6
000620,3
000664,8
000667,1
000673,3
000674,7
000679,1
000680,7
000695,4
000696,1
000704,6
000708,7
000709,6
000714,7
000715,3
000718,4
000820,3
000823,8
000854,7
000868,1
000890,1
000893,5
000998,7
001029,8
001069,2
001082,1
001083,7
001117,3
001130,5
001193,7
001199,8
001249,3
001259,3
001270,5
001277,7
001498,7
001534,6
001649,6
001652,8
001674,4
001680,6
001685,1
001686,4
001688,7
001689,4
001703,3
001704,1
001705,8
001734,3
001736,5
001739,3
001894,2
001926,3
002099,4
003264,2
003265,1
003266,4
003272,7
003273,2
003516,1
003533,5
003534,6
003535,3
003537,3
003538,3
003551,4
003568,7
003570,6
003572,2
003579,2
003606,2
003618,7
003681,6
003720,4
003727,5
003775,2
003778,4
003895,6
003896,1
003905,7
003912,3
003920,4
003921,7
003923,8
003939,4
003942,8
003944,7
003946,5
003957,2
003983,6
004017,5
004024,6
004029,4
004032,8
004033,2
004066,7
004068,8
004072,6
004075,7
004080,4
004091,8
004093,3
004094,2
004097,4
004098,4
004100,8
004101,5
004102,8
004105,7
004193,5
004233,5
004234,7
004235,3
004239,2
004298,1
004299,2
004333,6
004348,3
004409,8
004445,8
004507,2
004510,5
004519,7
004522,2
004686,8
004701,5
004707,3
004752,3
004755,8
004778,3
004799,4
004846,6
004848,6
005140,4
005157,1
005158,6
005169,1
005178,3
005196,8
005269,4
005342,6
005376,8
005377,6
005379,1
005381,5
005510,2
005531,8
005600,7
005879,6
005936,6
006274,3
006329,4
006331,6
006354,6
006358,1
006360,1
006363,8
006366,1
006368,8
006370,3
006373,6
006379,3
006380,8
006383,2
006387,4
006390,5
006393,3
006439,3
006443,3
006448,5
006461,6
006463,6
006464,5
006465,4
006466,6
006469,2
006519,3
006525,5
006528,5
006606,3
006607,4
006609,4
006610,2
006660,6
006663,3
006674,4
006684,6
006752,4
006758,8
006779,6
006782,2
006785,3
006787,3
006803,1
006855,6
006856,2
006859,1
007123,4
007192,5
007197,8
007198,6
007376,7
007379,7
007452,5
007460,1
007485,1
007489,2
007491,6
007527,2
007529,1
007545,1
007552,1
007709,2
007712,6
008215,1
008256,4
008257,5
008260,7
008269,1
008270,4
008329,7
008331,4
008357,8
008363,3
008372,6
008450,1
008452,7
008489,6
009490,2
009492,8
009721,4
009846,7
009851,7
009852,8
009918,2
009986,2
009987,1
009994,4
010046,1
010108,2
010111,8
010160,3
010165,4
010186,2
010190,7
010376,1
010381,6
010382,5
010383,8
010384,3
010385,6
010387,7
010389,6
010438,3
010440,6
010441,2
010443,6
010445,8
010447,6
010451,2
010482,4
010484,4
010535,6
010568,3
010575,7
010669,4
010671,1
010678,4
010680,7
010681,5
010682,4
010683,5
010685,5
010805,1
010806,5
010807,1
010809,6
010932,6
010942,7
010943,4
010952,7
010954,7
010992,1
011030,1
011198,5
011204,8
011234,4
011261,7
011306,2
011333,8
